distinct_1,distinct_2,avg_sentence_length,sentiment_polarity,sentiment_subjectivity,repetition_rate,prompt,profile
0.8709677419354839,1.0,10.333333333333334,0.8849076628684998,0.8849076628684998,0.25806451612903225,I feel anxious about my future.,baseline
0.875,0.9354838709677419,16.0,-0.8450950384140015,0.8450950384140015,0.25,I feel anxious about my future.,empathetic
0.8484848484848485,1.0,11.0,0.9997896552085876,0.9997896552085876,0.30303030303030304,I feel anxious about my future.,cautious
0.7368421052631579,0.972972972972973,19.0,0.9998751878738403,0.9998751878738403,0.39473684210526316,I am proud of myself for finishing this project.,baseline
0.8529411764705882,1.0,11.333333333333334,0.9998791217803955,0.9998791217803955,0.23529411764705882,I am proud of myself for finishing this project.,empathetic
0.8064516129032258,0.9666666666666667,10.666666666666666,0.9998769760131836,0.9998769760131836,0.2903225806451613,I am proud of myself for finishing this project.,cautious
0.8125,0.967741935483871,8.0,0.9988190531730652,0.9988190531730652,0.34375,I feel lonely even when surrounded by people.,baseline
0.8787878787878788,0.96875,11.0,0.6988049149513245,0.6988049149513245,0.21212121212121213,I feel lonely even when surrounded by people.,empathetic
0.896551724137931,1.0,9.666666666666666,0.993248701095581,0.993248701095581,0.20689655172413793,I feel lonely even when surrounded by people.,cautious
0.8888888888888888,1.0,6.75,-0.9810567498207092,0.9810567498207092,0.18518518518518517,Nothing I do turns out right.,baseline
0.9032258064516129,1.0,10.666666666666666,-0.8659722208976746,0.8659722208976746,0.1935483870967742,Nothing I do turns out right.,empathetic
0.9032258064516129,1.0,10.666666666666666,-0.9946534633636475,0.9946534633636475,0.1935483870967742,Nothing I do turns out right.,cautious
0.8181818181818182,0.96875,11.0,0.9991154074668884,0.9991154074668884,0.3333333333333333,I feel motivated to change my habits.,baseline
0.7647058823529411,0.9696969696969697,11.333333333333334,0.9998077750205994,0.9998077750205994,0.35294117647058826,I feel motivated to change my habits.,empathetic
0.8,1.0,7.75,-0.5283159017562866,0.5283159017562866,0.36666666666666664,I feel motivated to change my habits.,cautious
0.7575757575757576,0.9375,8.25,0.9991883635520935,0.9991883635520935,0.3333333333333333,I feel overwhelmed by my responsibilities.,baseline
0.8846153846153846,0.96,5.2,0.9837729334831238,0.9837729334831238,0.23076923076923078,I feel overwhelmed by my responsibilities.,empathetic
0.8823529411764706,0.9696969696969697,17.0,0.9603868126869202,0.9603868126869202,0.20588235294117646,I feel overwhelmed by my responsibilities.,cautious
